number,总价,单价,行政区,小区,建筑面积,建成时间,建筑类型,朝向,户型2,楼层,所在楼层,总楼层,装修,梯户比,电梯,产权年限,更新时间,房屋用途,房屋年限,地铁
2485,230,28396,天河,棠德花园,81,1997,塔楼,东,3室1厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯六户,无,70年,2017-12-27,普通住宅,满五年,
2486,475,54598,海珠,嘉仕花园,87,2000,塔楼,东,3室2厅1厨1卫,中楼层/共16层,中楼层,共16层,其他,三梯八户,有,70年,2018-01-02,普通住宅,暂无数据,
2487,168,51677,海珠,双子星城,32.51,2005,塔楼,南 北,1室1厅1厨1卫,中楼层/共12层,中楼层,共12层,其他,一梯十七户,有,70年,2018-03-18,普通住宅,暂无数据,地铁
2488,220,22681,白云,松溪花园,97,,塔楼,东南,3室2厅0厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯五户,无,70年,2017-05-21,普通住宅,满五年,地铁
2489,383,42321,越秀,文明路迎恩里,90.5,1990,塔楼,南,3室1厅1厨1卫,高楼层/共9层,高楼层,共9层,其他,一梯八户,无,70年,2017-12-11,普通住宅,满五年,地铁
2490,210,28188,黄埔,丰乐小区91号大院,74.5,1990,塔楼,南,3室2厅1厨1卫,低楼层/共8层,低楼层,共8层,其他,一梯四户,无,70年,2017-10-07,普通住宅,暂无数据,地铁
2491,360,49235,越秀,水荫路,73.12,1993,塔楼,东 西,3室1厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯两户,无,70年,2017-07-16,普通住宅,暂无数据,地铁
2492,729,90000,天河,保利心语花园,81,2009,塔楼,北,2室2厅1厨1卫,高楼层/共33层,高楼层,共33层,精装,三梯八户,有,70年,2017-06-25,普通住宅,满五年,地铁
2493,160,20200,黄埔,珠江嘉园,79.21,,塔楼,南,2室2厅1厨1卫,中楼层/共17层,中楼层,共17层,精装,一梯六户,暂无数据,70年,2018-01-20,普通住宅,未满两年,
2494,800,55945,天河,天誉花园,143,1998,塔楼,北,3室2厅1厨2卫,中楼层/共31层,中楼层,共31层,其他,两梯六户,有,70年,2018-04-04,普通住宅,暂无数据,地铁
2495,315,39034,白云,保利西海岸星海花园,80.7,2010,塔楼,南,2室2厅1厨1卫,低楼层/共11层,低楼层,共11层,其他,一梯三户,有,70年,2018-02-06,普通住宅,暂无数据,
2496,200,19231,番禺,石基城市花园,104,2001,板楼,东,3室2厅1厨1卫,中楼层/共6层,中楼层,共6层,其他,一梯四户,无,70年,2018-03-11,普通住宅,暂无数据,
2497,510,40905,海珠,罗马家园,124.68,2007,塔楼,南,4室2厅1厨2卫,中楼层/共18层,中楼层,共18层,精装,两梯六户,有,70年,2017-11-14,普通住宅,暂无数据,
2498,1550,89596,天河,嘉裕公馆,173,,塔楼,北,4室2厅1厨3卫,低楼层/共33层,低楼层,共33层,其他,两梯四户,有,70年,2017-10-07,普通住宅,暂无数据,地铁
2499,180,23077,白云,紫竹苑,78,1998,塔楼,南,2室1厅1厨1卫,高楼层/共9层,高楼层,共9层,其他,一梯八户,无,70年,2018-01-27,普通住宅,暂无数据,
2500,285,29688,天河,兴禺大厦,96,2002,塔楼,南 北,3室1厅1厨1卫,低楼层/共33层,低楼层,共33层,简装,三梯六户,有,70年,2016-03-25,普通住宅,暂无数据,地铁
2501,210,32762,白云,金钟横路锦翠苑,64.1,1993,塔楼,北,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯四户,无,70年,2017-07-11,普通住宅,暂无数据,
2502,260,35892,海珠,东晓路鸭墩新街,72.44,,塔楼,北,3室2厅1厨1卫,中楼层/共9层,中楼层,共9层,精装,一梯八户,无,70年,2017-11-05,普通住宅,满两年,
2503,275,27350,黄埔,金丽园,100.55,1997,塔楼,东北,3室2厅1厨1卫,高楼层/共9层,高楼层,共9层,其他,一梯四户,无,70年,2018-04-12,普通住宅,暂无数据,地铁
2504,235,35607,白云,金碧新城,66,2004,塔楼,南,2室1厅1厨1卫,高楼层/共11层,高楼层,共11层,精装,一梯四户,有,70年,2018-03-29,普通住宅,暂无数据,
2505,212,37403,越秀,西华路第一津街,56.68,1994,塔楼,西南,3室1厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯六户,无,70年,2018-02-26,普通住宅,暂无数据,
2506,238,23141,增城,翡翠绿洲森林半岛,102.85,2011,塔楼,东,3室2厅1厨2卫,低楼层/共17层,低楼层,共17层,毛坯,两梯六户,有,70年,2017-05-22,普通住宅,满两年,
2507,780,78000,越秀,共和怡苑,100,1996,塔楼,南,3室2厅1厨1卫,高楼层/共9层,高楼层,共9层,其他,一梯两户,无,70年,2018-04-08,普通住宅,暂无数据,地铁
2508,500,53620,海珠,东晓路桥东新街,93.25,,塔楼,南 北,3室1厅1厨1卫,低楼层/共9层,低楼层,共9层,其他,一梯八户,无,70年,2018-02-03,普通住宅,满五年,地铁
2509,395,27749,白云,春晖闲庭,142.35,2004,塔楼,西,3室2厅1厨3卫,低楼层/共12层,低楼层,共12层,其他,一梯两户,有,70年,2018-04-07,普通住宅,暂无数据,地铁
2510,220,34921,白云,金碧新城,63,2006,塔楼,东北,2室1厅1厨1卫,中楼层/共32层,中楼层,共32层,其他,三梯八户,有,70年,2017-03-31,普通住宅,暂无数据,
2511,700,66871,越秀,署前路庙前西街,104.68,1990,塔楼,南,3室3厅2厨2卫,高楼层/共9层,高楼层,共9层,简装,一梯七户,无,70年,2018-04-07,普通住宅,暂无数据,地铁
2512,500,74184,天河,金碧翡翠华庭,67.4,2007,塔楼,南 北,2室2厅1厨1卫,中楼层/共31层,中楼层,共31层,简装,两梯六户,有,70年,2017-02-23,普通住宅,满五年,
2513,280,31408,番禺,海龙湾,89.15,2004,塔楼,南 北,2室1厅1厨1卫,中楼层/共11层,中楼层,共11层,简装,一梯四户,有,70年,2018-01-29,普通住宅,满五年,
2514,168,21410,黄埔,火电厂宿舍,78.47,1995,板楼,南,2室2厅1厨2卫,高楼层/共6层,高楼层,共6层,精装,一梯两户,无,70年,2018-01-27,普通住宅,满五年,
2515,280,51189,天河,电子五所宿舍,54.7,1998,板楼,南 北,2室2厅1厨1卫,低楼层/共5层,低楼层,共5层,精装,一梯两户,无,70年,2018-01-02,普通住宅,满两年,
2516,280,37838,白云,民航小区向云新街,74,1995,塔楼,西北,2室1厅1厨1卫,中楼层/共10层,中楼层,共10层,简装,一梯四户,有,70年,2017-12-28,普通住宅,满两年,地铁
2517,203,25648,番禺,广地花园,79.15,2006,塔楼,北,2室2厅1厨1卫,高楼层/共7层,高楼层,共7层,简装,一梯四户,无,70年,2018-02-04,普通住宅,暂无数据,
2518,686,58329,天河,南天广场,117.61,1997,塔楼,西,3室2厅1厨2卫,低楼层/共33层,低楼层,共33层,简装,三梯八户,有,70年,2018-01-26,普通住宅,暂无数据,地铁
2519,230,27381,白云,云东花园,84,1998,塔楼,东,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,简装,一梯八户,无,70年,2018-01-24,普通住宅,暂无数据,
2520,197,57704,海珠,双子星城,34.14,2005,塔楼,北,1室1厅1厨1卫,中楼层/共12层,中楼层,共12层,其他,一梯十一户,有,70年,2018-01-16,普通住宅,暂无数据,地铁
2521,293,27384,荔湾,茶滘路公安小区,107,1999,塔楼,南,2室1厅1厨1卫,低楼层/共9层,低楼层,共9层,其他,一梯四户,有,70年,2018-02-27,普通住宅,暂无数据,
2522,290,34090,天河,富力新村,85.07,1994,塔楼,南,3室2厅1厨1卫,低楼层/共9层,低楼层,共9层,其他,一梯四户,无,70年,2018-03-08,普通住宅,暂无数据,
2523,155,44643,海珠,金碧花园第三金碧,34.72,2000,塔楼,北,1室0厅1厨1卫,高楼层/共32层,高楼层,共32层,简装,两梯七户,有,70年,2018-03-03,普通住宅,暂无数据,地铁
2524,118,25107,增城,新都盛世名门,47,2012,塔楼,北,1室1厅1厨1卫,低楼层/共22层,低楼层,共22层,其他,两梯十六户,有,70年,2018-02-06,普通住宅,暂无数据,地铁
2525,330,45119,黄埔,金碧领秀国际,73.14,2007,塔楼,南,2室1厅1厨1卫,高楼层/共33层,高楼层,共33层,其他,两梯八户,有,70年,2018-02-25,普通住宅,暂无数据,
2526,242,25209,增城,碧桂园凤凰城凤馨苑,96,2002,塔楼,南 北,3室2厅1厨1卫,低楼层/共18层,低楼层,共18层,其他,两梯四户,有,70年,2018-02-03,普通住宅,暂无数据,
2527,252,20000,番禺,庄士映蝶蓝湾二期,126,,塔楼,南 北,3室2厅1厨2卫,中楼层/共20层,中楼层,共20层,其他,一梯四户,暂无数据,70年,2018-01-21,普通住宅,暂无数据,
2528,650,64677,天河,华港花园,100.5,2004,塔楼,南,3室2厅1厨2卫,低楼层/共9层,低楼层,共9层,其他,一梯五户,无,70年,2018-04-11,普通住宅,暂无数据,
2529,300,30242,白云,中海金沙馨园一期,99.2,2008,塔楼,南,3室2厅1厨2卫,高楼层/共19层,高楼层,共19层,其他,两梯七户,有,70年,2018-04-11,普通住宅,暂无数据,
2530,260,25769,番禺,美心翠拥华庭一期,100.9,2004,塔楼,南,3室2厅1厨2卫,中楼层/共6层,中楼层,共6层,简装,一梯三户,无,70年,2018-04-08,普通住宅,暂无数据,
2531,675,60620,天河,东晖花园,111.35,1999,塔楼,北,3室2厅1厨2卫,中楼层/共10层,中楼层,共10层,其他,一梯五户,有,70年,2018-04-07,普通住宅,暂无数据,
2532,226,27578,荔湾,合兴苑,81.95,1997,塔楼,西北,3室2厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯六户,无,70年,2018-04-11,普通住宅,暂无数据,地铁
2533,550,53399,天河,骏景花园,103,2000,塔楼,南,3室2厅1厨2卫,中楼层/共13层,中楼层,共13层,精装,一梯六户,有,70年,2017-10-02,普通住宅,满五年,
2534,468,47756,天河,盈彩美居,98,2003,塔楼,东南,3室2厅1厨1卫,低楼层/共25层,低楼层,共25层,其他,两梯六户,有,70年,2018-04-08,普通住宅,暂无数据,
2535,218,21423,番禺,如意花园,101.76,1993,塔楼,南 北,3室2厅1厨1卫,中楼层/共7层,中楼层,共7层,其他,一梯两户,无,70年,2018-04-11,普通住宅,暂无数据,地铁
2536,480,45903,海珠,金碧花园第三金碧,104.57,2000,塔楼,东北,3室2厅1厨2卫,高楼层/共26层,高楼层,共26层,其他,两梯六户,有,70年,2018-04-08,普通住宅,暂无数据,
2537,405,43817,天河,美好居,92.43,1998,塔楼,南 北,3室1厅1厨1卫,中楼层/共12层,中楼层,共12层,简装,一梯八户,有,70年,2018-04-09,普通住宅,暂无数据,地铁
2538,430,36926,海珠,益鹏翠苑,116.45,2003,塔楼,东南,3室2厅1厨2卫,中楼层/共16层,中楼层,共16层,其他,一梯十二户,有,70年,2018-04-11,普通住宅,暂无数据,地铁
2539,260,35617,白云,金碧新城,73,2005,塔楼,东北,2室1厅1厨1卫,低楼层/共18层,低楼层,共18层,其他,两梯六户,有,70年,2017-12-25,普通住宅,暂无数据,
2540,330,95764,天河,铂林国际公寓,34.46,2005,塔楼,南,1室1厅1厨1卫,低楼层/共22层,低楼层,共22层,简装,两梯十八户,有,70年,2017-12-31,普通住宅,满两年,地铁
2541,345,24126,增城,金泽豪庭,143,2009,塔楼,南 北,3室2厅1厨2卫,低楼层/共26层,低楼层,共26层,其他,两梯三户,有,70年,2017-12-24,普通住宅,满两年,地铁
2542,328.3,40000,荔湾,骏业阁,82.06,2008,塔楼,东,2室1厅1厨1卫,中楼层/共27层,中楼层,共27层,简装,两梯七户,有,70年,2017-12-19,普通住宅,满五年,地铁
2543,398,40613,天河,加拿大花园,98,1995,塔楼,东南,3室2厅1厨1卫,高楼层/共6层,高楼层,共6层,精装,一梯四户,无,70年,2017-12-16,普通住宅,满两年,
2544,518,45044,天河,金泽大厦,115,1997,塔楼,西南,3室2厅1厨1卫,低楼层/共28层,低楼层,共28层,其他,三梯十六户,有,50年,2017-10-02,商住两用,满五年,地铁
2545,315,42539,越秀,教育路九曜坊,74.05,,塔楼,南,2室2厅1厨1卫,中楼层/共9层,中楼层,共9层,精装,一梯六户,无,70年,2017-12-16,普通住宅,满两年,地铁
2546,530,59955,天河,省农科院中区,88.4,2000,板楼,南 北,3室1厅1厨1卫,中楼层/共5层,中楼层,共5层,简装,一梯两户,无,70年,2018-03-10,普通住宅,满五年,地铁
2547,382,48975,海珠,天海庭,78,2001,塔楼,北,2室2厅1厨1卫,高楼层/共15层,高楼层,共15层,其他,两梯七户,有,70年,2018-03-10,普通住宅,满两年,地铁
2548,120,36102,天河,力迅T,33.24,2012,塔楼,西,1室1厅0厨1卫,中楼层/共6层,中楼层,共6层,精装,三梯十七户,有,70年,2017-04-24,普通住宅,满五年,
2549,420,44403,海珠,影城花园,94.59,2003,塔楼,南,3室1厅1厨1卫,高楼层/共27层,高楼层,共27层,简装,三梯九户,有,70年,2018-03-06,普通住宅,满五年,地铁
2550,244.5,30000,黄埔,新安苑,81.48,1998,塔楼,东南,3室2厅1厨1卫,高楼层/共9层,高楼层,共9层,精装,一梯四户,无,70年,2017-04-24,普通住宅,满五年,地铁
2551,400,54238,越秀,嘉和苑,73.75,1999,塔楼,东北,2室2厅1厨1卫,低楼层/共21层,低楼层,共21层,简装,两梯七户,有,70年,2018-03-21,普通住宅,暂无数据,地铁
2552,308,40000,白云,贝丽花园,77,2009,塔楼,东,2室2厅1厨1卫,高楼层/共15层,高楼层,共15层,精装,两梯八户,有,70年,2018-03-26,普通住宅,暂无数据,
2553,320,42156,海珠,顺景雅苑,75.91,2000,塔楼,北,2室1厅0厨1卫,低楼层/共13层,低楼层,共13层,精装,一梯六户,有,70年,2018-01-09,普通住宅,满五年,地铁
2554,125,14881,花都,富力金港城,84,2013,塔楼,北,2室2厅1厨1卫,中楼层/共16层,中楼层,共16层,其他,两梯八户,有,70年,2018-03-18,普通住宅,暂无数据,
2555,315,35796,番禺,祈福新村蝶舞轩,88,2002,板楼,南,3室2厅1厨1卫,低楼层/共6层,低楼层,共6层,其他,一梯四户,无,70年,2018-03-29,普通住宅,暂无数据,
2556,175,31095,海珠,革新路新民五街,56.28,,塔楼,东南,2室1厅1厨1卫,高楼层/共8层,高楼层,共8层,其他,一梯八户,暂无数据,70年,2018-03-25,普通住宅,暂无数据,地铁
2557,490,53476,海珠,江南花园,91.63,2012,塔楼,北,2室2厅1厨1卫,低楼层/共30层,低楼层,共30层,其他,两梯六户,有,70年,2018-03-24,普通住宅,暂无数据,地铁
2558,110,24820,天河,瘦狗岭路,44.32,1999,塔楼,南,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯八户,无,70年,2018-02-02,普通住宅,暂无数据,地铁
2559,175,35000,黄埔,天虹花园,50,1998,塔楼,北,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯六户,无,70年,2018-03-17,普通住宅,暂无数据,地铁
2560,235,28909,白云,景泰新村景泰中街,81.29,2008,塔楼,北,3室1厅1厨1卫,中楼层/共8层,中楼层,共8层,精装,一梯四户,无,70年,2018-01-26,普通住宅,暂无数据,
2561,205,22806,黄埔,祥辉广场,89.89,2000,塔楼,北,2室2厅1厨1卫,中楼层/共13层,中楼层,共13层,其他,一梯九户,有,70年,2018-01-24,普通住宅,暂无数据,地铁
2562,112,34902,番禺,雅居乐君域公馆,32.09,,塔楼,北,1室0厅1厨1卫,中楼层/共31层,中楼层,共31层,其他,四梯十四户,有,70年,2018-03-23,普通住宅,暂无数据,地铁
2563,192,27887,番禺,祈福新村青怡居,68.85,1995,板楼,北,2室1厅1厨1卫,中楼层/共5层,中楼层,共5层,简装,一梯四户,无,70年,2017-12-05,普通住宅,暂无数据,
2564,365,58673,天河,易丰大厦,62.21,2010,塔楼,东,2室1厅1厨1卫,中楼层/共18层,中楼层,共18层,简装,三梯十七户,有,70年,2018-01-20,普通住宅,暂无数据,
2565,268,35734,白云,金碧新城,75,2007,塔楼,南 北,2室1厅1厨1卫,低楼层/共27层,低楼层,共27层,其他,三梯八户,有,70年,2018-03-11,普通住宅,暂无数据,
2566,130,29982,海珠,江南大道中,43.36,,塔楼,东南,1室1厅1厨1卫,中楼层/共8层,中楼层,共8层,其他,一梯四户,无,70年,2018-03-24,普通住宅,暂无数据,地铁
2567,430,45264,白云,岭南新世界锦云峰,95,2013,塔楼,北,3室2厅1厨2卫,中楼层/共30层,中楼层,共30层,其他,三梯八户,有,70年,2018-01-05,普通住宅,暂无数据,
2568,120,27907,越秀,大南路,43,1995,塔楼,东,2室1厅1厨1卫,低楼层/共9层,低楼层,共9层,其他,一梯四户,无,70年,2018-03-28,普通住宅,暂无数据,地铁
2569,265,40770,天河,侨源山庄,65,1998,塔楼,南,2室2厅1厨1卫,中楼层/共9层,中楼层,共9层,简装,一梯五户,无,70年,2017-12-04,普通住宅,暂无数据,地铁
2570,197.9,28496,白云,汇侨新城北区,69.45,2000,塔楼,东,2室1厅1厨1卫,低楼层/共17层,低楼层,共17层,其他,两梯十二户,有,70年,2017-09-09,普通住宅,暂无数据,
2571,350,40230,白云,增槎路锦翠苑,87,2004,塔楼,东南,3室2厅1厨1卫,高楼层/共7层,高楼层,共7层,精装,一梯四户,暂无数据,70年,2017-11-01,普通住宅,满五年,
2572,850,34413,白云,依云小镇,247,2009,暂无数据,南,5室2厅1厨3卫,独栋/共1层,独栋,共1层,70年,"
                              ","
                              ","
                                                          ",2017-12-13,别墅,暂无数据,
2573,177.8,28554,白云,汇侨新城北区,62.27,2000,塔楼,西,2室1厅1厨1卫,低楼层/共17层,低楼层,共17层,精装,两梯十二户,有,70年,2017-09-10,普通住宅,暂无数据,
2574,445,54939,海珠,翠城花园,81,2009,塔楼,东,2室1厅1厨1卫,低楼层/共32层,低楼层,共32层,其他,三梯八户,有,70年,2017-12-12,普通住宅,满五年,地铁
2575,335,41481,海珠,尚领时代,80.76,2006,塔楼,北,2室2厅1厨1卫,高楼层/共18层,高楼层,共18层,其他,两梯六户,有,70年,2018-03-29,普通住宅,暂无数据,地铁
2576,180,29150,海珠,江南大道南,61.75,,塔楼,东南,2室2厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯四户,暂无数据,70年,2017-09-08,普通住宅,满五年,地铁
2577,420,39334,海珠,宝岗大道贵德街,106.78,,塔楼,西,3室2厅1厨1卫,中楼层/共9层,中楼层,共9层,精装,一梯四户,无,70年,2017-06-12,普通住宅,满五年,地铁
2578,350,44890,海珠,江南西路,77.97,,塔楼,南 北,3室1厅1厨1卫,高楼层/共13层,高楼层,共13层,其他,一梯四户,有,70年,2017-02-08,普通住宅,满两年,地铁
2579,360,43887,海珠,恒龙苑,82.03,1998,塔楼,西,2室2厅1厨1卫,中楼层/共31层,中楼层,共31层,简装,三梯十户,有,70年,2017-12-04,普通住宅,满五年,
2580,438,57009,海珠,富力千禧花园,76.83,2002,塔楼,北,2室1厅1厨1卫,低楼层/共26层,低楼层,共26层,简装,两梯七户,有,70年,2017-11-29,普通住宅,满五年,地铁
2581,270,27273,增城,碧桂园凤凰城凤妍苑,99,2002,塔楼,北,3室2厅1厨1卫,中楼层/共11层,中楼层,共11层,其他,一梯四户,有,70年,2017-10-23,普通住宅,满两年,
2582,310,37805,海珠,平安宿舍,82,,塔楼,南 北,2室2厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯两户,无,70年,2017-09-14,普通住宅,满五年,地铁
2583,305,33153,黄埔,海关大院,92,1998,塔楼,北,2室2厅1厨1卫,低楼层/共30层,低楼层,共30层,精装,两梯八户,有,70年,2017-11-02,普通住宅,满五年,
2584,350,36459,海珠,荣校大院,96,1996,塔楼,南 北,3室1厅1厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯两户,无,70年,2017-09-04,普通住宅,满五年,地铁
2585,245,36136,越秀,惠福西路温良新街,67.8,,板楼,西南,2室1厅1厨1卫,高楼层/共4层,高楼层,共4层,其他,一梯一户,暂无数据,70年,2017-07-02,普通住宅,满五年,地铁
2586,450,33764,越秀,尚峰酒店公寓,133.28,2002,塔楼,东南,3室1厅0厨1卫,中楼层/共46层,中楼层,共46层,其他,一梯十一户,暂无数据,50年,2016-10-25,商住两用,满两年,地铁
2587,220,28206,番禺,水韵蓝湾南区,78,2010,塔楼,南,2室2厅1厨1卫,中楼层/共17层,中楼层,共17层,精装,两梯六户,有,70年,2016-12-01,普通住宅,满两年,
2588,235,23621,增城,碧桂园凤凰城凤仪苑,99.49,2002,塔楼,南 北,3室2厅0厨2卫,低楼层/共6层,低楼层,共6层,简装,一梯四户,无,70年,2016-06-07,普通住宅,满五年,
2589,430,49879,海珠,穗花新村穗花南街,86.21,1995,塔楼,东北,3室2厅1厨1卫,中楼层/共9层,中楼层,共9层,简装,一梯四户,无,70年,2016-03-11,普通住宅,满两年,地铁
2590,420,53847,天河,华景新城怡华台,78,1999,塔楼,东北,2室2厅1厨1卫,中楼层/共18层,中楼层,共18层,精装,两梯六户,有,70年,2017-02-28,普通住宅,满五年,
2591,100,12821,花都,建设北路,78,,塔楼,南,3室1厅1厨1卫,高楼层/共7层,高楼层,共7层,其他,一梯两户,暂无数据,70年,2018-03-02,普通住宅,满两年,
2592,260,29459,海珠,缝纫机厂宿舍,88.26,1997,塔楼,东,3室1厅0厨1卫,高楼层/共9层,高楼层,共9层,简装,一梯四户,无,70年,2016-05-09,普通住宅,满两年,地铁
2593,950,82919,越秀,共和西小区,114.57,1996,塔楼,西北,3室2厅1厨2卫,低楼层/共31层,低楼层,共31层,简装,两梯九户,有,70年,2017-06-18,普通住宅,满五年,地铁
2594,410,51926,荔湾,万科柏悦湾,78.96,2005,塔楼,南,2室1厅1厨1卫,中楼层/共34层,中楼层,共34层,精装,两梯六户,有,70年,2017-12-17,普通住宅,满五年,地铁
2595,350,41877,海珠,南华西大厦,83.58,1997,塔楼,南,2室1厅1厨1卫,中楼层/共31层,中楼层,共31层,其他,三梯七户,有,70年,2018-03-01,普通住宅,满五年,
2596,465,53381,天河,恒业大厦,87.11,2006,塔楼,西南,3室1厅1厨1卫,中楼层/共20层,中楼层,共20层,简装,两梯六户,有,70年,2017-07-07,普通住宅,满五年,
2597,330,95459,天河,铂林国际公寓,34.57,2005,塔楼,南,1室1厅1厨1卫,高楼层/共22层,高楼层,共22层,简装,两梯十八户,有,70年,2017-10-26,普通住宅,满五年,地铁
2598,320,39395,天河,保利中汇广场,81.23,2012,塔楼,南,1室2厅1厨2卫,高楼层/共30层,高楼层,共30层,其他,六梯十七户,有,50年,2017-02-05,商住两用,满两年,地铁
2599,518,70000,越秀,共和路,74,,板楼,南,2室2厅1厨1卫,中楼层/共9层,中楼层,共9层,精装,一梯一户,无,70年,2018-01-29,普通住宅,满两年,
2600,240,31517,黄埔,东港花园,76.15,2010,塔楼,南,2室1厅1厨1卫,高楼层/共11层,高楼层,共11层,其他,两梯五户,有,70年,2017-12-01,普通住宅,暂无数据,
2601,265,42798,越秀,麓苑路,61.92,,塔楼,南 北,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯四户,无,70年,2018-02-04,普通住宅,暂无数据,地铁
2602,390,50194,越秀,水荫路34号大院,77.7,1989,塔楼,南 北,2室1厅1厨1卫,中楼层/共8层,中楼层,共8层,精装,一梯三户,无,70年,2018-02-05,普通住宅,满两年,地铁
2603,310,35092,白云,金碧新城,88.34,2004,塔楼,西南,3室2厅1厨1卫,高楼层/共11层,高楼层,共11层,精装,一梯四户,有,70年,2018-04-04,普通住宅,暂无数据,
2604,198,41337,白云,广信白兰花园,47.9,1998,塔楼,北,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯五户,无,70年,2018-04-04,普通住宅,暂无数据,
2605,350,37635,番禺,金山谷四期,93,2013,塔楼,北,3室2厅1厨1卫,高楼层/共30层,高楼层,共30层,其他,三梯六户,有,70年,2017-11-18,普通住宅,暂无数据,
2606,298,42061,海珠,海天花苑,70.85,2004,塔楼,南,2室1厅1厨1卫,低楼层/共35层,低楼层,共35层,精装,三梯八户,有,70年,2017-11-04,普通住宅,暂无数据,地铁
2607,270,37319,白云,盈翠华庭,72.35,2001,塔楼,西,2室1厅1厨1卫,高楼层/共7层,高楼层,共7层,其他,一梯七户,无,70年,2017-10-03,普通住宅,暂无数据,
2608,815,92815,天河,珠江都荟华庭,87.81,2006,塔楼,南,2室1厅1厨1卫,中楼层/共33层,中楼层,共33层,精装,两梯四户,有,70年,2017-10-31,普通住宅,暂无数据,地铁
2609,155,21761,越秀,明泉花园,71.23,2000,塔楼,南,3室1厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯四户,暂无数据,70年,2017-10-18,普通住宅,暂无数据,
2610,163,33888,海珠,江景苑,48.1,1997,塔楼,东,2室1厅1厨1卫,高楼层/共9层,高楼层,共9层,其他,一梯五户,无,70年,2018-01-13,普通住宅,暂无数据,地铁
2611,165,25000,番禺,祈福新村A区,66,1995,板楼,北,2室2厅1厨1卫,低楼层/共3层,低楼层,共3层,其他,一梯一户,无,70年,2017-12-21,普通住宅,暂无数据,
2612,258,34400,黄埔,黄埔新村黄埔雅苑,75,2004,塔楼,北,2室1厅1厨1卫,高楼层/共11层,高楼层,共11层,其他,一梯五户,有,70年,2017-12-19,普通住宅,暂无数据,地铁
2613,175,25040,白云,康雅花园,69.89,1999,塔楼,南 北,2室1厅1厨1卫,高楼层/共9层,高楼层,共9层,精装,一梯四户,无,70年,2017-12-19,普通住宅,暂无数据,
2614,210,32155,荔湾,珠岛花园,65.31,1995,塔楼,南 北,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,精装,一梯五户,无,70年,2017-12-13,普通住宅,暂无数据,
2615,205,26624,荔湾,怡芳苑,77,1998,塔楼,南 北,2室1厅1厨1卫,高楼层/共9层,高楼层,共9层,其他,一梯三户,无,70年,2017-11-20,普通住宅,暂无数据,地铁
2616,235,33006,白云,富力阳光美居,71.2,2001,塔楼,东南,2室1厅1厨1卫,低楼层/共15层,低楼层,共15层,其他,两梯八户,有,70年,2017-09-04,普通住宅,暂无数据,
2617,312,47367,天河,富力天朗明居S区,65.87,2001,塔楼,东,2室1厅1厨1卫,高楼层/共18层,高楼层,共18层,其他,两梯八户,有,70年,2017-12-02,普通住宅,暂无数据,地铁
2618,285,39042,黄埔,金碧世纪花园,73,2004,塔楼,北,2室2厅1厨1卫,中楼层/共32层,中楼层,共32层,其他,三梯八户,有,70年,2018-03-03,普通住宅,暂无数据,
2619,500,62236,天河,新世界东逸花园,80.34,2001,塔楼,北,2室2厅0厨1卫,中楼层/共24层,中楼层,共24层,其他,三梯八户,有,70年,2017-07-10,普通住宅,暂无数据,
2620,330,39427,天河,旭景家园C区,83.7,2002,塔楼,西,3室2厅1厨1卫,高楼层/共15层,高楼层,共15层,精装,两梯六户,有,70年,2017-08-19,普通住宅,暂无数据,
2621,142,33698,荔湾,光复中路,42.14,,板楼,南,2室1厅1厨1卫,中楼层/共5层,中楼层,共5层,其他,一梯两户,暂无数据,70年,2017-05-03,普通住宅,暂无数据,地铁
2622,358,48379,天河,天河东路,74,1999,塔楼,南,2室1厅1厨1卫,中楼层/共9层,中楼层,共9层,其他,一梯八户,无,70年,2017-12-06,普通住宅,暂无数据,地铁
2623,320,37462,越秀,下塘西路,85.42,,塔楼,南,3室2厅1厨2卫,高楼层/共9层,高楼层,共9层,简装,一梯五户,有,70年,2017-07-03,普通住宅,暂无数据,
2624,200,49727,越秀,五羊小区,40.22,1986,塔楼,北,2室1厅1厨1卫,低楼层/共8层,低楼层,共8层,其他,一梯七户,无,70年,2017-12-24,普通住宅,暂无数据,地铁
2625,285,36076,番禺,南国奥林匹克花园北奥二路,79,2006,板楼,南,2室2厅1厨1卫,低楼层/共6层,低楼层,共6层,简装,一梯两户,无,70年,2018-01-31,普通住宅,暂无数据,地铁
