number,出售价,挂牌价,单价,行政区,小区,建筑面积,建筑类型,建成时间,朝向,户型2,楼层,所在楼层,总楼层,装修,梯户比,电梯,产权年限,成交时间,房屋用途,房屋年限,地铁,税收
2678,130,130,22808,番禺,富丽家园富丽广场,57,塔楼,1995,南,2室1厅1厨1卫,中楼层 (共6层),中楼层,6,其他,一梯八户,无,70年,2017-11-03,普通住宅,暂无数据,地铁,
2679,145,175,16293,番禺,敏捷华美国际,89,塔楼,2015,南,2室2厅1厨1卫,中楼层 (共25层),中楼层,25,其他,两梯十五户,有,50年,2017-11-03,商住两用,暂无数据,地铁,
2680,202,223,27060,黄埔,泰景花园文浩阁,74.65,塔楼,2006,西南,2室2厅1厨1卫,高楼层 (共9层),高楼层,9,其他,两梯八户,有,70年,2017-11-03,普通住宅,暂无数据,地铁,
2681,588,638,46461,白云,紫薇花园,126.56,塔楼,2006,东南,7室2厅1厨4卫,高楼层 (共21层),高楼层,21,其他,两梯六户,有,70年,2017-11-03,普通住宅,暂无数据,,
2682,300,300,31250,黄埔,怡港花园,96,塔楼,1999,北,2室2厅1厨1卫,高楼层 (共17层),高楼层,17,精装,两梯十户,有,70年,2017-11-02,普通住宅,暂无数据,地铁,
2683,220,220,23805,增城,碧桂园凤凰城凤馨苑,92.42,塔楼,2002,西,3室2厅1厨2卫,高楼层 (共18层),高楼层,18,简装,两梯四户,有,70年,2017-11-03,普通住宅,暂无数据,,
2684,650,680,69983,天河,华师大学宿舍中区,92.88,板楼,2000,南,3室2厅1厨1卫,低楼层 (共6层),低楼层,6,简装,一梯六户,无,70年,2017-11-02,普通住宅,满五年,地铁,房屋满五年
2685,145,150,23674,荔湾,金宇花园,61.25,塔楼,1998,南,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯三户,无,70年,2017-11-03,普通住宅,暂无数据,,
2686,218,230,32059,番禺,广州碧桂园秀苑,68,塔楼,1998,南,2室1厅1厨1卫,中楼层 (共7层),中楼层,7,其他,一梯四户,无,70年,2017-11-03,普通住宅,暂无数据,地铁,
2687,235.5,240,29438,番禺,华南碧桂园漾翠苑,80,塔楼,2001,西北,2室2厅1厨1卫,中楼层 (共7层),中楼层,7,其他,一梯四户,无,70年,2017-11-03,普通住宅,满五年,,房屋满五年
2688,230.5,250,24436,番禺,亚运城运动员村三区,94.33,塔楼,未知,南,2室2厅1厨1卫,中楼层 (共11层),中楼层,11,其他,一梯两户,有,70年,2017-11-03,普通住宅,暂无数据,,
2689,144.5,145,16822,白云,广州公路养护宿舍,85.9,板楼,1999,南,3室2厅1厨1卫,高楼层 (共6层),高楼层,6,其他,一梯两户,暂无数据,70年,2017-11-03,普通住宅,暂无数据,,
2690,358,380,23920,番禺,亚运城天誉,149.67,塔楼,未知,南,4室2厅1厨2卫,中楼层 (共54层),中楼层,54,其他,一梯六户,暂无数据,70年,2017-11-03,普通住宅,暂无数据,,
2691,66,65,17838,荔湾,广船鹤园小区,37,塔楼,1999,南,2室1厅1厨1卫,低楼层 (共5层),低楼层,5,其他,一梯八户,无,70年,2017-11-03,普通住宅,暂无数据,地铁,
2692,78,80,17223,番禺,富丽家园侨苑,45.29,塔楼,1995,南,1室1厅1厨1卫,高楼层 (共6层),高楼层,6,简装,一梯八户,无,70年,2017-11-03,普通住宅,暂无数据,,
2693,530,580,56990,天河,鸿景园,93,塔楼,2002,东南,3室2厅1厨1卫,低楼层 (共32层),低楼层,32,其他,两梯八户,有,70年,2017-11-03,普通住宅,暂无数据,地铁,
2694,149,155,27091,海珠,前进路聚龙新街,55,塔楼,未知,东南,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯两户,暂无数据,70年,2017-11-03,普通住宅,暂无数据,地铁,
2695,200,205,32868,白云,金碧新城,60.85,塔楼,2004,东,2室1厅1厨1卫,中楼层 (共11层),中楼层,11,其他,一梯四户,有,70年,2017-11-03,普通住宅,暂无数据,,
2696,125,130,41695,海珠,翠馨华庭,29.98,塔楼,2003,东,2室1厅1厨1卫,低楼层 (共24层),低楼层,24,其他,三梯二十六户,有,70年,2017-10-25,普通住宅,暂无数据,,
2697,220,228,38502,白云,隆康花园,57.14,塔楼,2002,东北,2室1厅1厨1卫,低楼层 (共11层),低楼层,11,简装,一梯六户,有,70年,2017-11-03,普通住宅,暂无数据,地铁,
2698,278,280,54149,越秀,教工新村,51.34,塔楼,1996,南 北,2室1厅1厨1卫,高楼层 (共8层),高楼层,8,其他,一梯两户,无,70年,2017-10-25,普通住宅,暂无数据,地铁,
2699,320,328,42245,白云,云山诗意琴韵居,75.75,塔楼,2008,北,2室2厅1厨1卫,低楼层 (共18层),低楼层,18,其他,两梯六户,有,70年,2017-10-25,普通住宅,暂无数据,地铁,
2700,560,575,48540,越秀,淘金北路,115.37,塔楼,未知,南 北,3室2厅1厨2卫,中楼层 (共9层),中楼层,9,其他,一梯四户,无,70年,2017-11-03,普通住宅,暂无数据,地铁,
2701,616,650,52195,越秀,应元路九龙街,118.02,板楼,未知,南 北,4室2厅1厨1卫,中楼层 (共4层),中楼层,4,其他,一梯三户,暂无数据,70年,2017-10-25,普通住宅,满五年,,房屋满五年
2702,75,76,20431,白云,盈富居,36.71,塔楼,2001,南 北,1室1厅1厨1卫,低楼层 (共9层),低楼层,9,简装,一梯八户,无,70年,2017-10-25,普通住宅,暂无数据,,
2703,281,295,31061,番禺,珠江花园怡景湾,90.47,塔楼,2010,东北,2室2厅1厨1卫,高楼层 (共28层),高楼层,28,其他,三梯六户,有,70年,2017-10-25,普通住宅,暂无数据,,
2704,158,165,22540,增城,金泽豪庭,70.1,塔楼,2009,北,2室1厅1厨1卫,高楼层 (共26层),高楼层,26,其他,两梯三户,有,70年,2017-10-25,普通住宅,暂无数据,地铁,
2705,90,90,20980,番禺,富丽家园百丰楼,42.9,塔楼,1995,南,1室1厅1厨1卫,中楼层 (共8层),中楼层,8,简装,一梯十二户,无,70年,2017-10-25,普通住宅,暂无数据,地铁,
2706,310,316,26343,荔湾,怡康苑,117.68,塔楼,2000,东,3室2厅1厨2卫,高楼层 (共30层),高楼层,30,其他,三梯十户,有,70年,2017-10-25,普通住宅,暂无数据,地铁,
2707,402,406,39412,番禺,广州雅居乐花园剑桥郡,102,塔楼,2010,东北,3室2厅1厨1卫,中楼层 (共32层),中楼层,32,其他,三梯六户,有,70年,2017-10-25,普通住宅,暂无数据,地铁,
2708,105,108,24499,荔湾,恩宁路蓬莱正街,42.86,塔楼,未知,东北,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯四户,无,70年,2017-10-25,普通住宅,暂无数据,地铁,
2709,288,315,47993,天河,邮通小区,60.01,塔楼,1990,南 北,2室2厅0厨1卫,高楼层 (共6层),高楼层,6,其他,一梯四户,无,70年,2017-10-25,普通住宅,暂无数据,,
2710,228,235,23031,番禺,亚运城天誉,99,塔楼,2013,东北,2室2厅1厨1卫,中楼层 (共55层),中楼层,55,其他,三梯六户,有,70年,2017-10-26,普通住宅,暂无数据,,
2711,316.5,320,38133,黄埔,黄埔花园,83,塔楼,2011,南,2室2厅1厨1卫,中楼层 (共18层),中楼层,18,其他,两梯六户,有,70年,2017-10-26,普通住宅,暂无数据,地铁,
2712,106,106,22084,白云,广园中路,48,塔楼,1990,南,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,简装,一梯六户,无,70年,2017-10-26,普通住宅,暂无数据,,
2713,240,240,32874,白云,富力桃园,73,塔楼,2004,西北,2室1厅1厨1卫,高楼层 (共16层),高楼层,16,简装,两梯八户,有,70年,2017-10-26,普通住宅,满五年,,房屋满五年
2714,67.4,68,14312,番禺,大北路侨联大街,47.08,塔楼,未知,南,2室2厅1厨1卫,高楼层 (共7层),高楼层,7,简装,一梯五户,无,70年,2017-10-26,普通住宅,暂无数据,地铁,
2715,129.5,130,26980,番禺,祈福新村绿怡居,48,板楼,1995,北,2室2厅1厨1卫,高楼层 (共4层),高楼层,4,其他,一梯一户,无,70年,2017-10-26,普通住宅,暂无数据,,
2716,175,185,21389,黄埔,石化生活区,81.82,塔楼,未知,南,3室2厅1厨1卫,高楼层 (共7层),高楼层,7,其他,一梯三户,无,70年,2017-10-26,普通住宅,暂无数据,地铁,
2717,151,155,25192,白云,汇侨新城南区,59.94,塔楼,2000,西南,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯四户,无,70年,2017-10-26,普通住宅,满两年,,
2718,500,520,44819,海珠,金碧花园第三金碧,111.56,塔楼,2000,南,3室2厅1厨2卫,中楼层 (共32层),中楼层,32,其他,两梯六户,有,70年,2017-10-26,普通住宅,暂无数据,,
2719,240,245,32433,番禺,丽江花园九如通津,74,塔楼,2000,东北,2室1厅1厨1卫,高楼层 (共11层),高楼层,11,简装,一梯四户,有,70年,2017-10-26,普通住宅,暂无数据,地铁,
2720,177,180,15945,荔湾,宝源路,111.01,板楼,未知,南 北,4室2厅1厨1卫,低楼层 (共2层),低楼层,2,其他,一梯一户,暂无数据,70年,2017-10-27,普通住宅,暂无数据,地铁,
2721,172,118,26875,越秀,天成路,64,塔楼,未知,东南,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯六户,无,70年,2017-10-27,普通住宅,暂无数据,地铁,
2722,475,480,42036,海珠,顺景雅苑,113,塔楼,2000,南,3室2厅1厨2卫,中楼层 (共13层),中楼层,13,简装,一梯六户,有,70年,2017-10-26,普通住宅,满五年,地铁,房屋满五年
2723,318,350,50872,越秀,水荫路45号大院,62.51,塔楼,1986,东南,2室2厅1厨1卫,低楼层 (共8层),低楼层,8,简装,一梯四户,暂无数据,70年,2017-11-04,普通住宅,暂无数据,,
2724,225,235,35015,黄埔,丰逸尚居,64.26,塔楼,2012,南,2室2厅1厨1卫,中楼层 (共29层),中楼层,29,其他,三梯八户,有,70年,2017-10-26,普通住宅,暂无数据,地铁,
2725,204,210,26154,海珠,前进路,78,塔楼,未知,南,3室1厅1厨1卫,中楼层 (共8层),中楼层,8,其他,一梯三户,无,70年,2017-10-26,普通住宅,满五年,地铁,房屋满五年
2726,142,143,28400,海珠,晓园新村晓园东,50,塔楼,2005,东南,2室1厅1厨1卫,中楼层 (共7层),中楼层,7,其他,一梯两户,无,70年,2017-11-04,普通住宅,暂无数据,地铁,
2727,84,120,17741,白云,广园云苑新村,47.35,塔楼,1999,南,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯六户,无,70年,2017-11-04,普通住宅,暂无数据,,
2728,219,220,21246,增城,翡翠绿洲湖翠苑,103.08,塔楼,2011,北,3室2厅1厨1卫,低楼层 (共21层),低楼层,21,其他,两梯四户,有,70年,2017-11-04,普通住宅,满两年,,
2729,190,200,17925,增城,尚东阳光雅苑,106,塔楼,未知,南,3室2厅1厨2卫,高楼层 (共30层),高楼层,30,其他,两梯四户,有,70年,2017-11-04,普通住宅,暂无数据,地铁,
2730,65.5,69,15976,白云,新市花园一期,41,塔楼,1994,东南,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯八户,无,70年,2017-11-04,普通住宅,暂无数据,,
2731,208,220,19810,白云,聚景雅居,105,塔楼,2001,南 北,3室2厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯三户,无,70年,2017-11-04,普通住宅,暂无数据,,
2732,171,178,17577,白云,永泰新村,97.29,塔楼,2000,南,3室1厅1厨1卫,中楼层 (共8层),中楼层,8,其他,一梯四户,无,70年,2017-11-04,普通住宅,暂无数据,地铁,
2733,258,240,37446,黄埔,金碧世纪花园,68.9,塔楼,2004,北,2室2厅1厨1卫,低楼层 (共32层),低楼层,32,其他,两梯八户,有,70年,2017-11-04,普通住宅,暂无数据,,
2734,495,512,40574,白云,岭南新世界,122,塔楼,2001,北,3室1厅1厨2卫,中楼层 (共16层),中楼层,16,其他,两梯四户,有,70年,2017-11-04,普通住宅,暂无数据,,
2735,340,360,73914,天河,理想青年荟,46,塔楼,2007,北,2室1厅1厨1卫,低楼层 (共21层),低楼层,21,简装,四梯二十四户,有,70年,2017-11-04,普通住宅,暂无数据,,
2736,240,240,37401,黄埔,金碧世纪花园,64.17,塔楼,2004,北,2室2厅1厨1卫,低楼层 (共32层),低楼层,32,其他,两梯八户,有,70年,2017-11-04,普通住宅,暂无数据,,
2737,116,130,20351,荔湾,南岸路,57,塔楼,未知,南,2室1厅1厨1卫,高楼层 (共8层),高楼层,8,其他,一梯两户,无,70年,2017-11-04,普通住宅,暂无数据,地铁,
2738,355,360,31103,越秀,房建大厦,114.14,塔楼,1996,西,2室1厅1厨1卫,中楼层 (共25层),中楼层,25,其他,两梯十四户,有,70年,2017-11-04,普通住宅,暂无数据,地铁,
2739,274.8,280,32133,白云,富力桃园,85.52,塔楼,2004,北,2室1厅1厨1卫,高楼层 (共32层),高楼层,32,其他,三梯八户,有,70年,2017-11-04,普通住宅,满五年,,房屋满五年
2740,215,223,22161,增城,碧桂园凤凰城凤馨苑,97.02,塔楼,2002,南,2室2厅1厨1卫,低楼层 (共18层),低楼层,18,其他,两梯四户,有,70年,2017-11-04,普通住宅,暂无数据,,
2741,660,680,55933,天河,东晖花园,118,塔楼,1999,北,3室2厅1厨1卫,中楼层 (共10层),中楼层,10,其他,一梯四户,有,70年,2017-11-04,普通住宅,暂无数据,,
2742,92,92,23669,越秀,大新路和同巷,38.87,板楼,未知,南,1室1厅1厨1卫,中楼层 (共5层),中楼层,5,其他,一梯一户,暂无数据,70年,2017-11-04,普通住宅,暂无数据,地铁,
2743,90,90,9912,番禺,中兴综合楼,90.8,塔楼,未知,南,3室2厅1厨1卫,中楼层 (共6层),中楼层,6,其他,一梯七户,暂无数据,70年,2017-11-04,普通住宅,暂无数据,,
2744,124.5,128,21843,番禺,祈福新村E区,57,板楼,1995,北,2室1厅1厨1卫,中楼层 (共4层),中楼层,4,其他,一梯一户,无,70年,2017-11-04,普通住宅,暂无数据,,
2745,105,108,25560,海珠,南洲花苑A区,41.08,塔楼,1993,南,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,简装,一梯十二户,无,70年,2017-11-04,普通住宅,暂无数据,地铁,
2746,100,100,16314,番禺,番艺花园,61.3,塔楼,1996,南,2室1厅1厨1卫,高楼层 (共7层),高楼层,7,其他,一梯四户,无,70年,2017-11-04,普通住宅,暂无数据,,
2747,772,800,61810,海珠,兰亭御园,124.9,塔楼,2008,南,3室2厅1厨2卫,低楼层 (共30层),低楼层,30,其他,三梯六户,有,70年,2017-11-04,普通住宅,暂无数据,,
2748,335,340,38506,白云,时代玫瑰园,87,塔楼,2004,北,3室2厅1厨1卫,中楼层 (共11层),中楼层,11,其他,两梯六户,有,70年,2017-11-04,普通住宅,满五年,地铁,房屋满五年
2749,339.8,355,38614,天河,金燕花园,88,塔楼,2002,南,3室2厅1厨2卫,高楼层 (共26层),高楼层,26,简装,三梯八户,有,70年,2017-11-04,普通住宅,满五年,地铁,房屋满五年
2750,47.5,48,10556,花都,富力金港城,45,塔楼,2012,北,1室0厅1厨1卫,中楼层 (共18层),中楼层,18,其他,两梯八户,有,70年,2017-10-31,普通住宅,暂无数据,,
2751,122,125,24898,荔湾,合兴苑,49,塔楼,1997,东,2室1厅1厨1卫,高楼层 (共8层),高楼层,8,其他,一梯四户,无,70年,2017-10-31,普通住宅,暂无数据,地铁,
2752,154,155,35000,番禺,广州奥林匹克花园奥园大厦,44,塔楼,2002,北,1室1厅1厨1卫,中楼层 (共21层),中楼层,21,其他,三梯二十六户,有,70年,2017-10-31,普通住宅,暂无数据,地铁,
2753,370,380,52283,天河,华天国际广场,70.77,塔楼,2001,西,2室2厅1厨1卫,高楼层 (共30层),高楼层,30,其他,三梯十二户,有,70年,2017-10-31,普通住宅,暂无数据,地铁,
2754,90,100,21182,海珠,晓港东二马路,42.49,塔楼,未知,南,1室1厅1厨1卫,高楼层 (共8层),高楼层,8,其他,一梯四户,无,70年,2017-10-31,普通住宅,暂无数据,地铁,
2755,126,132,22075,黄埔,石化生活区,57.08,板楼,1976,南 北,2室1厅1厨1卫,高楼层 (共6层),高楼层,6,其他,一梯两户,无,70年,2017-10-31,普通住宅,暂无数据,地铁,
2756,245,250,29167,番禺,海龙湾,84,塔楼,2004,东南,2室1厅1厨1卫,中楼层 (共11层),中楼层,11,其他,一梯四户,有,70年,2017-10-31,普通住宅,暂无数据,,
2757,165,170,22389,海珠,瑞康大厦,73.7,塔楼,1997,南,3室1厅1厨1卫,中楼层 (共9层),中楼层,9,简装,一梯九户,无,70年,2017-10-31,普通住宅,暂无数据,地铁,
2758,120.1,128,24725,海珠,聚德花园,48.57,塔楼,1995,北,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯五户,无,70年,2017-10-31,普通住宅,暂无数据,地铁,
2759,390,398,42858,荔湾,新世界凯粤湾,91,塔楼,2014,东南,3室1厅1厨1卫,中楼层 (共33层),中楼层,33,其他,三梯八户,有,70年,2017-11-01,普通住宅,暂无数据,地铁,
2760,452,460,56500,天河,力迅T,80,塔楼,2012,南,2室1厅1厨1卫,中楼层 (共27层),中楼层,27,其他,三梯八户,有,70年,2017-10-31,普通住宅,暂无数据,,
2761,800,810,65041,天河,东方新世界,123,塔楼,2009,东,3室2厅1厨2卫,低楼层 (共24层),低楼层,24,其他,三梯八户,有,70年,2017-10-31,普通住宅,暂无数据,,
2762,262,270,32061,荔湾,路劲隽泷湾,81.72,塔楼,2013,南,2室2厅1厨1卫,低楼层 (共15层),低楼层,15,其他,两梯六户,有,70年,2017-10-31,普通住宅,暂无数据,,
2763,255,260,53070,海珠,珠江新岸公寓,48.05,塔楼,2009,南,1室1厅1厨1卫,中楼层 (共32层),中楼层,32,精装,五梯二十七户,有,70年,2017-10-31,普通住宅,暂无数据,,
2764,49.8,50,10463,番禺,大北路八巷,47.6,板楼,未知,北,2室1厅1厨1卫,中楼层 (共4层),中楼层,4,其他,一梯两户,暂无数据,70年,2017-11-04,普通住宅,满五年,,房屋满五年
2765,200,218,33058,海珠,聚德花园,60.5,塔楼,1997,南,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯八户,有,70年,2017-10-31,普通住宅,满五年,,房屋满五年
2766,95,100,16874,番禺,富丽家园康信楼,56.3,塔楼,1995,东南,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯五户,无,70年,2017-11-05,普通住宅,暂无数据,,
2767,178,185,33585,海珠,江南西路紫龙大街,53,板楼,未知,东南,1室1厅1厨1卫,中楼层 (共8层),中楼层,8,其他,一梯两户,无,70年,2017-11-05,普通住宅,暂无数据,地铁,
2768,90,95,28125,越秀,西华路司马街,32,塔楼,1994,南 北,1室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯九户,无,70年,2017-11-05,普通住宅,暂无数据,地铁,
2769,152,155,20766,番禺,朗陶居,73.2,塔楼,2001,东南,2室2厅1厨1卫,高楼层 (共7层),高楼层,7,其他,一梯四户,无,70年,2017-11-01,普通住宅,暂无数据,,
2770,280,280,62223,天河,星汇国际大厦,45,塔楼,2003,北,1室0厅1厨1卫,高楼层 (共28层),高楼层,28,简装,两梯十二户,有,70年,2017-11-01,普通住宅,暂无数据,地铁,
2771,468,480,39010,白云,时代玫瑰园,119.97,塔楼,2008,南,3室2厅1厨2卫,低楼层 (共16层),低楼层,16,其他,两梯五户,有,70年,2017-11-01,普通住宅,满五年,地铁,房屋满五年
2772,87,95,22895,海珠,新港中路432号大院,38,板楼,未知,南,1室1厅1厨1卫,中楼层 (共4层),中楼层,4,其他,一梯六户,暂无数据,70年,2017-11-01,普通住宅,暂无数据,地铁,
2773,62,66,11184,白云,榕溪花园,55.44,塔楼,1996,东,2室1厅1厨1卫,高楼层 (共8层),高楼层,8,简装,一梯四户,无,70年,2017-11-01,普通住宅,暂无数据,,
2774,352.5,355,30441,番禺,南国奥林匹克花园卡萨布兰卡,115.8,板楼,2006,南,3室2厅1厨2卫,低楼层 (共6层),低楼层,6,简装,一梯两户,无,70年,2017-11-01,普通住宅,满五年,地铁,房屋满五年
2775,155.5,160,20884,番禺,怡乐园,74.46,板楼,未知,南 北,2室2厅1厨1卫,高楼层 (共7层),高楼层,7,简装,一梯两户,无,70年,2017-11-01,普通住宅,暂无数据,地铁,
2776,334,340,45754,天河,育蕾小区育蕾三街,73,塔楼,未知,东北,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,精装,一梯四户,无,70年,2017-11-01,普通住宅,满五年,地铁,房屋满五年
2777,205,255,30598,白云,春晖苑,67,塔楼,2009,南,2室1厅1厨1卫,高楼层 (共5层),高楼层,5,精装,一梯四户,有,70年,2017-11-01,普通住宅,暂无数据,地铁,
2778,274,288,47595,越秀,先烈中路区庄村,57.57,塔楼,1990,南 北,2室1厅1厨1卫,高楼层 (共8层),高楼层,8,其他,一梯两户,无,70年,2017-11-01,普通住宅,暂无数据,地铁,
2779,63.5,65,11982,番禺,奥园养生广场,53,塔楼,2012,东,1室1厅1厨1卫,中楼层 (共29层),中楼层,29,其他,两梯十八户,有,50年,2017-11-01,商住两用,暂无数据,,
2780,168.8,173,21628,番禺,水韵蓝湾南区,78.05,塔楼,2010,南 北,2室2厅1厨1卫,中楼层 (共17层),中楼层,17,其他,两梯六户,有,70年,2017-11-01,普通住宅,暂无数据,,
2781,215,230,37069,越秀,建设六马路青菜岗,58,塔楼,1996,南,2室1厅1厨1卫,高楼层 (共6层),高楼层,6,其他,一梯四户,无,70年,2017-11-01,普通住宅,暂无数据,地铁,
2782,75,75,18797,白云,广园云苑新村,39.9,塔楼,1999,西,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯六户,无,70年,2017-11-02,普通住宅,暂无数据,,
2783,135,135.8,17905,番禺,富丽家园乳芳园,75.4,塔楼,1995,南,3室1厅0厨1卫,低楼层 (共7层),低楼层,7,其他,一梯四户,无,70年,2017-11-02,普通住宅,暂无数据,,
2784,265,280,32717,海珠,鸿新苑,81,塔楼,1999,东南,3室2厅1厨1卫,中楼层 (共9层),中楼层,9,简装,一梯五户,无,70年,2017-10-08,普通住宅,暂无数据,地铁,
2785,150,150,16854,荔湾,兴东阁,89,塔楼,1999,东南,2室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯四户,无,70年,2017-10-09,普通住宅,暂无数据,地铁,
2786,60,60,28558,越秀,纸行路,21.01,塔楼,未知,南,1室0厅1厨1卫,高楼层 (共8层),高楼层,8,简装,一梯六户,暂无数据,70年,2017-10-08,普通住宅,暂无数据,地铁,
2787,105,110,28379,海珠,保利红棉花园,37,塔楼,1997,南,1室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯三户,无,70年,2017-09-28,普通住宅,暂无数据,地铁,
2788,207,213,21503,黄埔,乙烯大院,96.27,塔楼,1998,南 北,3室2厅1厨1卫,高楼层 (共8层),高楼层,8,其他,一梯四户,无,70年,2017-10-01,普通住宅,满五年,地铁,房屋满五年
2789,325,325,35327,白云,保利西海岸汇海花园,92,塔楼,2010,东北,3室2厅1厨2卫,高楼层 (共26层),高楼层,26,其他,两梯六户,有,70年,2017-10-07,普通住宅,暂无数据,,
2790,207,210,32854,白云,金碧新城,63,塔楼,2006,南,2室2厅1厨1卫,中楼层 (共32层),中楼层,32,简装,三梯八户,有,70年,2017-09-28,普通住宅,暂无数据,,
2791,226,229.4,18787,番禺,锦绣花园南区,120.3,塔楼,1997,北,4室2厅1厨2卫,高楼层 (共7层),高楼层,7,其他,一梯四户,无,70年,2017-09-28,普通住宅,暂无数据,,
2792,105,102,18104,白云,华兴苑,58,塔楼,未知,南,2室1厅1厨1卫,中楼层 (共9层),中楼层,9,其他,一梯八户,无,70年,2017-09-28,普通住宅,暂无数据,,
2793,191,195,22432,增城,碧桂园凤凰城凤馨苑,85.15,塔楼,2002,南,2室2厅1厨1卫,高楼层 (共6层),高楼层,6,其他,一梯四户,无,70年,2017-09-28,普通住宅,暂无数据,,
2794,260,264.5,22609,荔湾,福盛花苑,115,塔楼,1998,东北,3室2厅0厨2卫,低楼层 (共7层),低楼层,7,其他,一梯四户,无,70年,2017-09-28,普通住宅,满五年,地铁,房屋满五年
2795,185,190,26429,白云,汇侨新城北区,70,塔楼,2000,北,2室1厅1厨1卫,低楼层 (共17层),低楼层,17,简装,两梯十二户,有,70年,2017-09-28,普通住宅,暂无数据,,
2796,165,173,22166,越秀,矿泉大厦,74.44,塔楼,1996,东北,3室2厅1厨1卫,中楼层 (共10层),中楼层,10,其他,两梯五户,有,70年,2017-09-28,普通住宅,暂无数据,地铁,
2797,97.5,105,22622,荔湾,环市西路,43.1,塔楼,未知,南 北,1室1厅1厨1卫,高楼层 (共9层),高楼层,9,其他,一梯三户,无,70年,2017-09-28,普通住宅,暂无数据,地铁,
2798,238,240,41035,海珠,金碧花园第二金碧,58,塔楼,2000,西,2室1厅1厨1卫,中楼层 (共33层),中楼层,33,其他,三梯六户,有,70年,2017-10-07,普通住宅,暂无数据,,
2799,299.5,305,38398,天河,东圃广场,78,塔楼,1999,西,3室1厅1厨1卫,高楼层 (共11层),高楼层,11,其他,一梯七户,有,70年,2017-10-07,普通住宅,满五年,地铁,房屋满五年
2800,498,500,45941,海珠,保利花园闻笛街,108.4,塔楼,2000,南,3室2厅1厨2卫,高楼层 (共18层),高楼层,18,其他,两梯五户,有,70年,2017-10-07,普通住宅,暂无数据,地铁,
2801,96,96,31894,天河,员村新村,30.1,板楼,1980,南,1室1厅1厨1卫,低楼层 (共5层),低楼层,5,其他,一梯八户,无,70年,2017-10-08,普通住宅,暂无数据,,
2802,403.9,410,43342,黄埔,黄埔花园,93.19,塔楼,2011,东,2室2厅1厨1卫,高楼层 (共25层),高楼层,25,其他,两梯六户,有,70年,2017-10-08,普通住宅,暂无数据,地铁,
2803,182,185,42326,天河,翠拥华庭锋尚,43,塔楼,2008,东,1室0厅1厨1卫,低楼层 (共21层),低楼层,21,其他,两梯九户,有,70年,2017-10-08,普通住宅,满五年,地铁,房屋满五年
2804,134,138,27198,海珠,昌岗东路,49.27,塔楼,未知,南 北,2室2厅1厨1卫,高楼层 (共8层),高楼层,8,其他,一梯三户,暂无数据,70年,2017-10-08,普通住宅,暂无数据,地铁,
2805,360,370,61750,越秀,新河浦五横路,58.3,板楼,未知,南 北,2室1厅1厨1卫,中楼层 (共4层),中楼层,4,其他,一梯一户,无,70年,2017-10-08,普通住宅,暂无数据,地铁,
2806,255,260,54534,越秀,德安大厦,46.76,塔楼,2004,南,1室1厅1厨1卫,高楼层 (共23层),高楼层,23,简装,三梯十二户,有,70年,2017-10-08,普通住宅,暂无数据,地铁,
2807,223,228,32319,海珠,新业路公安宿舍,69,塔楼,2000,北,2室2厅1厨1卫,低楼层 (共13层),低楼层,13,其他,一梯四户,有,70年,2017-10-08,普通住宅,暂无数据,,
2808,200,200,26316,番禺,北城白云花园,76,塔楼,2002,北,2室1厅1厨1卫,中楼层 (共13层),中楼层,13,其他,两梯十户,有,70年,2017-10-08,普通住宅,暂无数据,地铁,
2809,580,580,41727,番禺,锦绣香江花园第8期,139,塔楼,2004,南 北,3室2厅1厨2卫,低楼层 (共17层),低楼层,17,精装,一梯两户,有,70年,2017-10-08,普通住宅,满两年,地铁,
2810,169,175,14825,番禺,金利大厦,114,塔楼,1998,东南,3室2厅1厨2卫,高楼层 (共8层),高楼层,8,其他,一梯一户,无,70年,2017-10-08,普通住宅,暂无数据,地铁,
2811,445,448,63148,天河,中怡城市花园,70.47,塔楼,2002,西南,2室1厅0厨1卫,中楼层 (共30层),中楼层,30,其他,三梯十八户,有,70年,2017-10-08,普通住宅,暂无数据,地铁,
2812,152,152,18537,番禺,富丽家园莲芳园,82,塔楼,1995,南,3室2厅1厨1卫,中楼层 (共7层),中楼层,7,简装,一梯四户,无,70年,2017-10-08,普通住宅,暂无数据,,
